market,volume,candle_usd_volume,candle_trades_count
kraken-btc-usd-spot,6311893.21205301,166188388901.62704,42415831
kraken-btc-usdc-spot,134575.80005176,4126291456.0912027,2095706
kraken-btc-usdt-spot,382907.52917719,12245368532.42189,4966358
kucoin-btc-dai-spot,4344.52075345,132552751.88391337,897324
kucoin-btc-tusd-spot,10681.13894565,363598086.12337303,1193657
kucoin-btc-usdc-spot,249756.91448592,6433299109.425913,18469104
kucoin-btc-usdt-spot,8682055.59213763,269331699296.32526,633765847
lbank-btc-usdc-spot,2305617.82384346,47566544947.10427,5984187
lbank-btc-usdt-spot,26099588.00730666,426862053577.8159,114850594
liquid-btc-dai-spot,201.56132242,3713974.8164696037,10920
liquid-btc-usd-spot,260493.2197157,4671553143.411772,2664594
liquid-btc-usdc-spot,5226.45951116,61466878.28173772,273879
liquid-btc-usdt-spot,26357.81168792,854295414.6356659,1164799
lmax-btc-usd-spot,3638941.05,127601477087.75853,15599150
localbitcoins-btc-usd-spot,21035.39128097,291861118.4373506,670843
localbitcoins-btc-usdc-spot,3.16127528,91440.51022113067,261
localbitcoins-btc-usdt-spot,119.51820935,3741415.8026530705,10967
mexc-btc-tusd-spot,9093.026683,258182660.95035058,1096254
mexc-btc-usdc-spot,794596.781314,14697509201.26916,13369784
mexc-btc-usdt-spot,7436860.547421,162893163015.9063,26727048
okex-btc-dai-spot,39125.28253441,945549988.6807189,1266278
okex-btc-usdc-spot,381898.11481885,9305134226.561316,11948495
okex-btc-usdt-spot,28808887.1194825,612132399662.7845,424169795
poloniex-btc-dai-spot,709.97020062,27487172.55090619,51314
poloniex-btc-tusd-spot,6878.10524955,177752198.8759629,4847883
poloniex-btc-usdc-spot,309456.31902522,7083813926.694537,8754593
poloniex-btc-usdt-spot,1314676.84110658,29565973670.70334,29441361
therocktrading-btc-usdc-spot,315.4409,10689166.5762566,31456
therocktrading-btc-usdt-spot,426.075,13619755.1246252,62382
upbit-btc-usdt-spot,12236.67355244,455153748.1724985,2770988
zb.com-btc-usdc-spot,14857872.836608,319403710295.9367,60235770
zb.com-btc-usdt-spot,21466174.7725,497199975676.96356,235630179
