market,volume,candle_usd_volume,candle_trades_count
coinbase-eth-usd-spot,309601651.4734341,520207517117.32086,415711299
kraken-eth-usd-spot,80698388.50721017,116179950004.27664,31883406
lmax-eth-usd-spot,28954434.77,64627163334.09127,16460468
