,market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count,exchange,asset
56,binance-btc-dai-spot,2020-10-06 00:00:00+00:00,10680.8,10497.75,10684.62,10433.72,10564.16295434911,33.876951,361590.843834223,864,binance,btc
57,binance-btc-dai-spot,2020-10-07 00:00:00+00:00,10497.75,10562.19,10562.22,10441.0,10502.63021028063,23.777939,252438.441029036,560,binance,btc
58,binance-btc-dai-spot,2020-10-08 00:00:00+00:00,10562.19,10813.89,10834.06,10443.85,10676.40957204549,32.781475,353519.077354144,935,binance,btc
59,binance-btc-dai-spot,2020-10-09 00:00:00+00:00,10813.89,10940.0,10985.48,10717.94,10903.34713703262,34.016287,374853.095111785,898,binance,btc
60,binance-btc-dai-spot,2020-10-10 00:00:00+00:00,10940.0,11192.95,11347.47,10936.76,11188.24888799353,48.32096,546170.971664899,910,binance,btc
61,binance-btc-dai-spot,2020-10-11 00:00:00+00:00,11192.95,11262.79,11340.62,11150.44,11249.8022716653,34.744687,394891.561513881,745,binance,btc
62,binance-btc-dai-spot,2020-10-12 00:00:00+00:00,11264.47,11435.01,11594.04,11109.78,11389.38191591537,61.261422,704275.346370195,1051,binance,btc
63,binance-btc-dai-spot,2020-10-13 00:00:00+00:00,11435.01,11302.94,11435.97,11205.35,11325.21096354233,50.978279,583693.788144818,968,binance,btc
64,binance-btc-dai-spot,2020-10-14 00:00:00+00:00,11302.94,11338.22,11423.26,11203.0,11293.57821124611,61.738896,704197.322619807,1487,binance,btc
65,binance-btc-dai-spot,2020-10-15 00:00:00+00:00,11318.01,11408.11,11516.88,11175.14,11314.86527818726,75.696816,864707.934104488,1039,binance,btc
66,binance-btc-dai-spot,2020-10-16 00:00:00+00:00,11408.11,11205.34,11433.21,11135.52,11240.4757473511,37.671337,427460.334483003,728,binance,btc
67,binance-btc-dai-spot,2020-10-17 00:00:00+00:00,11205.34,11266.79,11312.34,11177.44,11249.21016283569,21.439956,243295.449192453,539,binance,btc
68,binance-btc-dai-spot,2020-10-18 00:00:00+00:00,11266.79,11378.78,11392.01,11252.28,11342.39590068289,24.087773,275372.92645354,433,binance,btc
69,binance-btc-dai-spot,2020-10-19 00:00:00+00:00,11378.78,11658.25,11711.41,11314.1,11501.45056571795,49.213252,570865.114532717,963,binance,btc
70,binance-btc-dai-spot,2020-10-20 00:00:00+00:00,11659.29,11810.35,11937.74,11581.09,11744.00419222697,65.458679,775326.775314406,1163,binance,btc
71,binance-btc-dai-spot,2020-10-21 00:00:00+00:00,11810.35,12698.27,13112.16,11810.35,12508.17505263007,139.149061,1757483.747492838,2322,binance,btc
72,binance-btc-dai-spot,2020-10-22 00:00:00+00:00,12685.55,12885.29,13079.1,12599.65,12825.01670577048,146.981695,1902876.605571571,2576,binance,btc
73,binance-btc-dai-spot,2020-10-23 00:00:00+00:00,12885.29,12840.35,12922.8,12655.0,12850.73714486601,69.038627,893889.089237126,1053,binance,btc
74,binance-btc-dai-spot,2020-10-24 00:00:00+00:00,12840.35,13044.97,13079.74,12793.0,12935.9679145726,33.997899,442965.615632127,719,binance,btc
75,binance-btc-dai-spot,2020-10-25 00:00:00+00:00,13044.97,12964.02,13260.4,12792.0,13066.75563813876,46.510026,611918.68039092,713,binance,btc
76,binance-btc-dai-spot,2020-10-26 00:00:00+00:00,12964.02,12973.79,13153.17,12714.02,12964.95739220561,35.157929,458870.722802075,831,binance,btc
77,binance-btc-dai-spot,2020-10-27 00:00:00+00:00,12966.4,13535.65,13696.1,12961.58,13353.86686619676,102.18228,1376922.195616201,1560,binance,btc
78,binance-btc-dai-spot,2020-10-28 00:00:00+00:00,13535.65,13161.1,13738.45,12800.0,13295.6995209983,98.116395,1316953.69652879,1878,binance,btc
79,binance-btc-dai-spot,2020-10-29 00:00:00+00:00,13158.95,13356.1,13514.07,12872.08,13176.6236461854,66.046488,878086.776279747,1345,binance,btc
80,binance-btc-dai-spot,2020-10-30 00:00:00+00:00,13356.1,13440.56,13546.73,13026.17,13235.45325848443,198.591997,2650129.057291636,3838,binance,btc
81,binance-btc-dai-spot,2020-10-31 00:00:00+00:00,13440.56,13658.5,13950.0,13313.98,13652.90381814681,47.401137,653515.209758642,882,binance,btc
82,binance-btc-dai-spot,2020-11-01 00:00:00+00:00,13657.85,13630.02,13750.38,13477.45,13624.78642393478,21.316538,293656.719723066,605,binance,btc
83,binance-btc-dai-spot,2020-11-02 00:00:00+00:00,13631.8,13434.45,13680.33,13096.05,13394.4646429532,42.212394,571116.26282168,1129,binance,btc
84,binance-btc-dai-spot,2020-11-03 00:00:00+00:00,13423.26,13882.35,13983.37,13174.25,13519.1852548324,60.191874,822090.752700951,1092,binance,btc
85,binance-btc-dai-spot,2020-11-04 00:00:00+00:00,13882.35,14018.56,14116.3,13426.15,13862.55208153878,52.092928,729391.341749222,1282,binance,btc
86,binance-btc-dai-spot,2020-11-05 00:00:00+00:00,14018.56,15488.99,15600.77,13983.09,14886.35077631212,129.268883,1943884.308472142,2363,binance,btc
87,binance-btc-dai-spot,2020-11-06 00:00:00+00:00,15493.58,15422.28,15812.24,15080.19,15452.79968662301,108.97705,1702232.135666175,3044,binance,btc
88,binance-btc-dai-spot,2020-11-07 00:00:00+00:00,15445.65,14692.76,15608.68,14240.88,14868.39933532458,100.77603,1513918.726464337,2411,binance,btc
89,binance-btc-dai-spot,2020-11-08 00:00:00+00:00,14675.87,15325.95,15517.22,14587.23,15064.0440924303,67.090401,1020364.917502857,1521,binance,btc
90,binance-btc-dai-spot,2020-11-09 00:00:00+00:00,15325.95,15214.16,15701.37,14689.85,15201.88161878675,60.554406,929198.767665744,1734,binance,btc
91,binance-btc-dai-spot,2020-11-10 00:00:00+00:00,15214.16,15188.25,15335.19,14980.39,15146.52462566185,51.19732,782002.184761099,1525,binance,btc
92,binance-btc-dai-spot,2020-11-11 00:00:00+00:00,15204.44,15573.7,15840.0,15182.22,15500.36369699923,42.958294,672099.111699785,1794,binance,btc
93,binance-btc-dai-spot,2020-11-12 00:00:00+00:00,15573.7,16173.24,16214.77,15354.61,15805.7837747885,67.112613,1070237.728460717,2236,binance,btc
94,binance-btc-dai-spot,2020-11-13 00:00:00+00:00,16173.24,16224.02,16357.46,15843.11,16140.8636058785,44.074297,717398.255019618,1349,binance,btc
95,binance-btc-dai-spot,2020-11-14 00:00:00+00:00,16224.02,16011.68,16224.02,15615.59,15894.76817296855,33.395342,534942.53256853,1125,binance,btc
96,binance-btc-dai-spot,2020-11-15 00:00:00+00:00,15978.59,15806.98,16038.95,15690.0,15869.30205611778,20.961771,335020.639795003,588,binance,btc
97,binance-btc-dai-spot,2020-11-16 00:00:00+00:00,15838.03,16629.88,16796.65,15773.9,16366.45072394521,61.121421,1006988.760696422,1682,binance,btc
98,binance-btc-dai-spot,2020-11-17 00:00:00+00:00,16629.88,17594.34,17810.0,16479.74,17279.90610807682,105.044368,1824874.444689805,4027,binance,btc
99,binance-btc-dai-spot,2020-11-18 00:00:00+00:00,17580.2,17709.48,18412.57,17217.86,17797.19972919231,241.32642,4316874.097948646,7271,binance,btc
100,binance-btc-dai-spot,2020-11-19 00:00:00+00:00,17702.29,17761.85,18094.63,17293.0,17796.62133107782,186.86108,3340566.459588044,5292,binance,btc
101,binance-btc-dai-spot,2020-11-20 00:00:00+00:00,17757.11,18593.33,18740.16,17692.59,18219.00343560533,98.017027,1795244.995974854,4052,binance,btc
102,binance-btc-dai-spot,2020-11-21 00:00:00+00:00,18577.41,18628.03,18876.47,18300.0,18633.76499133735,53.399945,999938.394775097,3295,binance,btc
103,binance-btc-dai-spot,2020-11-22 00:00:00+00:00,18628.03,18383.6,18676.48,17569.3,18291.50830627279,102.49327,1881443.500005075,4441,binance,btc
104,binance-btc-dai-spot,2020-11-23 00:00:00+00:00,18379.97,18345.44,18715.17,17965.91,18453.031012552,117.041298,2165418.615710156,5110,binance,btc
105,binance-btc-dai-spot,2020-11-24 00:00:00+00:00,18330.37,19105.08,19385.9,18040.18,18872.4374640326,145.561343,2755094.729018609,6246,binance,btc
106,binance-btc-dai-spot,2020-11-25 00:00:00+00:00,19105.08,18692.81,19456.81,18474.69,18984.11867569332,67.850915,1292124.075551118,4328,binance,btc
107,binance-btc-dai-spot,2020-11-26 00:00:00+00:00,18664.75,17116.81,18863.44,15980.0,17185.24654370414,323.57024,5577242.802242358,11615,binance,btc
108,binance-btc-dai-spot,2020-11-27 00:00:00+00:00,17119.41,17058.5,17391.2,16443.76,16922.32808373417,108.07834,1834700.860756573,5120,binance,btc
109,binance-btc-dai-spot,2020-11-28 00:00:00+00:00,17085.67,17677.17,17823.95,16809.41,17288.1521567926,60.035587,1041681.940940651,2732,binance,btc
110,binance-btc-dai-spot,2020-11-29 00:00:00+00:00,17673.37,18110.06,18268.98,17475.03,17950.56740134228,70.717043,1275871.627909917,2695,binance,btc
111,binance-btc-dai-spot,2020-11-30 00:00:00+00:00,18110.06,19559.31,19759.12,18110.06,19059.90805985464,158.119565,3031300.772919344,6607,binance,btc
112,binance-btc-dai-spot,2020-12-01 00:00:00+00:00,19557.95,18695.58,19764.22,18047.72,19016.72591073274,155.847104,2981317.630224962,5588,binance,btc
113,binance-btc-dai-spot,2020-12-02 00:00:00+00:00,18675.28,19162.36,19272.3,18264.43,18844.19417247387,106.04261,2006936.828761334,4395,binance,btc
114,binance-btc-dai-spot,2020-12-03 00:00:00+00:00,19136.12,19358.22,19515.79,18817.86,19196.36808963879,62.476478,1204581.966068884,2772,binance,btc
115,binance-btc-dai-spot,2020-12-04 00:00:00+00:00,19358.22,18600.35,19451.26,18500.18,18929.57704010914,62.992593,1198049.295581983,2884,binance,btc
116,binance-btc-dai-spot,2020-12-05 00:00:00+00:00,18600.35,19071.56,19093.72,18446.87,18860.92381789852,33.189384,628987.658901699,1711,binance,btc
117,binance-btc-dai-spot,2020-12-06 00:00:00+00:00,19071.56,19210.71,19305.72,18788.29,19092.44947831812,43.502642,834879.411723893,1661,binance,btc
118,binance-btc-dai-spot,2020-12-07 00:00:00+00:00,19210.71,19076.26,19334.62,18837.12,19022.24430300594,122.95033,2352768.010139268,4002,binance,btc
119,binance-btc-dai-spot,2020-12-08 00:00:00+00:00,19076.26,18218.27,19157.18,18084.54,18692.54799694466,89.620664,1683730.421043491,4934,binance,btc
120,binance-btc-dai-spot,2020-12-09 00:00:00+00:00,18200.04,18481.5,18639.51,17554.52,18150.2556333789,229.875805,4194034.402413226,8915,binance,btc
121,binance-btc-dai-spot,2020-12-10 00:00:00+00:00,18481.77,18169.36,18494.06,17836.71,18186.42084818318,89.130381,1627709.074982397,6905,binance,btc
122,binance-btc-dai-spot,2020-12-11 00:00:00+00:00,18169.61,17956.57,18210.45,17520.68,17837.04956292766,123.61354,2214509.376469982,7029,binance,btc
123,binance-btc-dai-spot,2020-12-12 00:00:00+00:00,17985.07,18764.7,18896.1,17985.07,18418.78508875814,91.308582,1687867.146499121,5410,binance,btc
124,binance-btc-dai-spot,2020-12-13 00:00:00+00:00,18759.34,19097.27,19356.74,18667.54,19032.65803289624,91.290868,1743289.90297305,6497,binance,btc
125,binance-btc-dai-spot,2020-12-14 00:00:00+00:00,19101.0,19230.56,19320.79,18950.02,19114.08644614598,83.420081,1598782.043702758,6105,binance,btc
126,binance-btc-dai-spot,2020-12-15 00:00:00+00:00,19231.53,19376.94,19523.09,19022.23,19326.43703550784,97.28275,1885150.949571729,5949,binance,btc
127,binance-btc-dai-spot,2020-12-16 00:00:00+00:00,19384.66,21314.01,21524.4,19227.68,20263.5428237822,164.685421,3347734.717275387,8823,binance,btc
128,binance-btc-dai-spot,2020-12-17 00:00:00+00:00,21289.47,22781.9,23691.39,21193.2,22575.19906655084,276.069187,6251461.187765845,8598,binance,btc
129,binance-btc-dai-spot,2020-12-18 00:00:00+00:00,22793.76,23056.93,23215.22,22322.61,22839.46365606647,66.040558,1512432.056231893,2986,binance,btc
130,binance-btc-dai-spot,2020-12-19 00:00:00+00:00,23053.87,23796.81,24077.24,22729.16,23520.64967570989,71.631571,1690593.763531968,2724,binance,btc
131,binance-btc-dai-spot,2020-12-20 00:00:00+00:00,23760.03,23448.64,24246.56,23051.99,23531.95218293806,150.494178,3550844.5906419,15544,binance,btc
132,binance-btc-dai-spot,2020-12-21 00:00:00+00:00,23431.58,22697.84,24080.39,21800.0,23059.12388867669,184.682862,4266004.545586113,14432,binance,btc
133,binance-btc-dai-spot,2020-12-22 00:00:00+00:00,22713.68,23770.02,23783.84,22343.67,23044.51045586364,121.549485,2805755.351696449,16508,binance,btc
134,binance-btc-dai-spot,2020-12-23 00:00:00+00:00,23760.36,23223.01,24040.83,22629.2,23416.85224202734,218.498906,5127601.140023454,19060,binance,btc
135,binance-btc-dai-spot,2020-12-24 00:00:00+00:00,23167.93,23659.56,23714.9,22663.32,23126.43737307535,92.508173,2144570.647725916,13811,binance,btc
136,binance-btc-dai-spot,2020-12-25 00:00:00+00:00,23660.33,24626.26,24702.29,23365.23,24068.69238873341,94.210199,2274640.758386964,11429,binance,btc
137,binance-btc-dai-spot,2020-12-26 00:00:00+00:00,24637.79,26375.45,26733.53,24433.87,25517.71532416457,147.13252,3766097.291389625,15959,binance,btc
138,binance-btc-dai-spot,2020-12-27 00:00:00+00:00,26412.61,26171.28,28326.09,25726.31,27022.93491669647,417.924644,11322481.560716428,28378,binance,btc
139,binance-btc-dai-spot,2020-12-28 00:00:00+00:00,26162.88,26933.33,27384.37,26000.0,26866.66386261097,131.309628,3539985.585495189,17952,binance,btc
140,binance-btc-dai-spot,2020-12-29 00:00:00+00:00,26941.94,27255.08,27288.74,25800.0,26551.67493255783,115.140278,3066993.71719715,14741,binance,btc
141,binance-btc-dai-spot,2020-12-30 00:00:00+00:00,27269.14,28792.97,28890.0,27234.0,28061.09765556408,225.913464,6361684.705867967,19901,binance,btc
142,binance-btc-dai-spot,2020-12-31 00:00:00+00:00,28793.73,28830.35,29199.99,27504.06,28734.40203326362,234.565536,6772342.29298309,19458,binance,btc
143,binance-btc-dai-spot,2021-01-01 00:00:00+00:00,28831.57,29272.78,29503.05,28596.25,29128.06169385894,108.703751,3184081.839003872,11795,binance,btc
144,binance-btc-dai-spot,2021-01-02 00:00:00+00:00,29250.17,32156.73,33266.29,28911.99,31296.13053805873,288.947638,9077206.356406566,15669,binance,btc
145,binance-btc-dai-spot,2021-01-03 00:00:00+00:00,32202.99,32897.31,34730.32,31973.45,33460.16587631273,275.97303,9258980.619789649,25766,binance,btc
146,binance-btc-dai-spot,2021-01-04 00:00:00+00:00,32975.02,31980.0,33576.82,26755.0,31403.36929592332,426.552375,13440233.831334691,33145,binance,btc
147,binance-btc-dai-spot,2021-01-05 00:00:00+00:00,31960.16,33949.76,34386.37,29957.46,32172.11274567667,419.43235,13530525.014185546,38739,binance,btc
148,binance-btc-dai-spot,2021-01-06 00:00:00+00:00,33920.94,36766.95,36931.66,33301.67,34957.98422044107,335.766252,11771675.526163904,37079,binance,btc
149,binance-btc-dai-spot,2021-01-07 00:00:00+00:00,36771.6,39438.05,40350.0,35400.0,38183.81442596285,353.157756,13512172.672699437,35251,binance,btc
150,binance-btc-dai-spot,2021-01-08 00:00:00+00:00,39405.34,40598.37,41997.9,36595.01,40061.22300107746,403.75513,16191549.392905036,40868,binance,btc
151,binance-btc-dai-spot,2021-01-09 00:00:00+00:00,40645.35,40142.82,41353.79,38000.0,40239.27490596611,190.742879,7687688.525172128,29496,binance,btc
152,binance-btc-dai-spot,2021-01-10 00:00:00+00:00,40142.1,38198.34,41345.88,33978.59,38677.54098133065,367.041905,14221168.777575321,35234,binance,btc
153,binance-btc-dai-spot,2021-01-11 00:00:00+00:00,38191.17,35408.29,38291.66,30377.52,33634.04692704225,1179.131723,39626095.4797077,71729,binance,btc
154,binance-btc-dai-spot,2021-01-12 00:00:00+00:00,35407.36,34082.13,36698.08,32511.0,34723.15213408261,609.956028,21179768.394309327,58714,binance,btc
155,binance-btc-dai-spot,2021-01-13 00:00:00+00:00,34026.39,37351.36,37775.11,32300.0,34489.67379147505,457.038993,15766460.055577548,49475,binance,btc
156,binance-btc-dai-spot,2021-01-14 00:00:00+00:00,37345.81,39046.89,40047.13,36751.0,38589.08747386316,267.79955,10351456.082932135,32905,binance,btc
157,binance-btc-dai-spot,2021-01-15 00:00:00+00:00,39002.19,36698.18,39592.15,34245.0,36734.5378505665,317.451645,11683514.548754768,41551,binance,btc
158,binance-btc-dai-spot,2021-01-16 00:00:00+00:00,36700.36,36000.52,37891.79,35400.0,36786.92577752396,159.170561,5863117.731121541,32671,binance,btc
