,market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count,exchange,asset,base_pair
632,binance.us-eth-usd-spot,2021-06-16 00:00:00+00:00,2543.39,2368.08,2555.27,2350.51,2448.674346976048,17715.62853,43379805.121968,62456,binance.us,eth,usd
633,binance.us-eth-usd-spot,2021-06-17 00:00:00+00:00,2367.11,2373.44,2460.08,2306.51,2373.371357715159,18825.83451,44680696.4111196,56748,binance.us,eth,usd
634,binance.us-eth-usd-spot,2021-06-18 00:00:00+00:00,2372.8,2234.61,2378.17,2138.72,2250.30900415604,23620.7795,53154052.7940344,79171,binance.us,eth,usd
635,binance.us-eth-usd-spot,2021-06-19 00:00:00+00:00,2234.88,2165.94,2278.96,2162.15,2221.173536535825,14947.59477,33201201.9379853,54987,binance.us,eth,usd
636,binance.us-eth-usd-spot,2021-06-20 00:00:00+00:00,2165.0,2242.46,2276.99,2038.19,2156.587912238039,23018.24346,49640865.60678831,79279,binance.us,eth,usd
637,binance.us-eth-usd-spot,2021-06-21 00:00:00+00:00,2242.26,1885.68,2259.64,1865.0,1984.807075434531,61327.42166,121723100.4289249,174925,binance.us,eth,usd
638,binance.us-eth-usd-spot,2021-06-22 00:00:00+00:00,1885.2,1880.51,1996.1,1700.0,1855.786241787703,46000.97494,85367976.4024729,99432,binance.us,eth,usd
639,binance.us-eth-usd-spot,2021-06-23 00:00:00+00:00,1880.58,1967.81,2045.0,1822.6,1974.257116527589,31891.52563,62962071.431949496,121826,binance.us,eth,usd
640,binance.us-eth-usd-spot,2021-06-24 00:00:00+00:00,1968.14,1988.91,2035.8,1885.2,1959.927143350588,18417.33346,36096631.756393,84540,binance.us,eth,usd
641,binance.us-eth-usd-spot,2021-06-25 00:00:00+00:00,1989.4,1809.72,2019.51,1791.6,1871.385697751054,34569.00776,64691946.7075092,132421,binance.us,eth,usd
642,binance.us-eth-usd-spot,2021-06-26 00:00:00+00:00,1808.98,1829.17,1852.22,1718.18,1780.242639355068,28231.63351,50259157.7531474,119743,binance.us,eth,usd
643,binance.us-eth-usd-spot,2021-06-27 00:00:00+00:00,1829.49,1983.04,1985.42,1807.0,1868.4745417923,18813.58954,35152713.095219895,76241,binance.us,eth,usd
644,binance.us-eth-usd-spot,2021-06-28 00:00:00+00:00,1984.01,2084.32,2144.4,1961.23,2054.549877475725,35024.55257,71959690.1913356,127824,binance.us,eth,usd
645,binance.us-eth-usd-spot,2021-06-29 00:00:00+00:00,2084.32,2165.3,2245.8,2074.71,2167.547508669104,28612.3006,62018520.8828215,112042,binance.us,eth,usd
646,binance.us-eth-usd-spot,2021-06-30 00:00:00+00:00,2165.3,2275.76,2287.3,2086.4,2180.537221678775,31452.47558,68583293.7161327,123160,binance.us,eth,usd
647,binance.us-eth-usd-spot,2021-07-01 00:00:00+00:00,2276.09,2107.16,2276.25,2073.58,2143.172606917959,29057.57657,62275402.12824509,113364,binance.us,eth,usd
648,binance.us-eth-usd-spot,2021-07-02 00:00:00+00:00,2106.99,2154.9,2160.33,2017.09,2083.581595776894,24253.87154,50534920.367081,98272,binance.us,eth,usd
649,binance.us-eth-usd-spot,2021-07-03 00:00:00+00:00,2154.58,2227.27,2239.32,2112.74,2194.610938806483,15708.72694,34474543.977248095,67467,binance.us,eth,usd
650,binance.us-eth-usd-spot,2021-07-04 00:00:00+00:00,2227.82,2323.35,2389.51,2190.26,2311.282363282158,19330.30364,44677789.880020894,70736,binance.us,eth,usd
651,binance.us-eth-usd-spot,2021-07-05 00:00:00+00:00,2322.48,2195.98,2324.1,2157.82,2244.479831830533,23817.53395,53457974.594714,78483,binance.us,eth,usd
652,binance.us-eth-usd-spot,2021-07-06 00:00:00+00:00,2196.86,2322.35,2349.84,2193.57,2295.65300693253,20282.45476,46561478.257767,80743,binance.us,eth,usd
653,binance.us-eth-usd-spot,2021-07-07 00:00:00+00:00,2321.58,2317.98,2409.29,2292.0,2354.828413209302,18959.82265,44647129.0856293,70383,binance.us,eth,usd
654,binance.us-eth-usd-spot,2021-07-08 00:00:00+00:00,2316.68,2116.36,2325.0,2085.42,2180.358972061902,29189.88911,63644436.614480495,95094,binance.us,eth,usd
655,binance.us-eth-usd-spot,2021-07-09 00:00:00+00:00,2115.82,2146.14,2189.31,2048.18,2123.713332368192,37316.08596,79248669.2650495,101654,binance.us,eth,usd
656,binance.us-eth-usd-spot,2021-07-10 00:00:00+00:00,2146.52,2111.59,2192.18,2075.0,2120.06974149904,14165.00156,30030791.1956427,56141,binance.us,eth,usd
657,binance.us-eth-usd-spot,2021-07-11 00:00:00+00:00,2110.58,2139.83,2174.64,2081.26,2128.571357278375,9677.41669,20599071.978781696,38614,binance.us,eth,usd
658,binance.us-eth-usd-spot,2021-07-12 00:00:00+00:00,2141.44,2032.21,2168.0,2007.33,2076.958063453362,13802.49423,28667201.686767,51083,binance.us,eth,usd
659,binance.us-eth-usd-spot,2021-07-13 00:00:00+00:00,2031.49,1941.14,2046.82,1918.01,1981.996923250074,17663.93581,35009866.4279068,59898,binance.us,eth,usd
660,binance.us-eth-usd-spot,2021-07-14 00:00:00+00:00,1940.65,1994.63,2019.86,1864.31,1941.547036880932,21228.22707,41215601.365994096,69415,binance.us,eth,usd
661,binance.us-eth-usd-spot,2021-07-15 00:00:00+00:00,1994.44,1918.82,2040.42,1880.31,1940.529881193976,17897.8584,34731329.0345786,66562,binance.us,eth,usd
662,binance.us-eth-usd-spot,2021-07-16 00:00:00+00:00,1918.92,1876.66,1965.47,1850.0,1906.924224856946,15053.76509,28706389.3254268,53992,binance.us,eth,usd
663,binance.us-eth-usd-spot,2021-07-17 00:00:00+00:00,1876.92,1899.57,1920.0,1845.34,1884.21887087297,9717.35917,18309631.5231645,37478,binance.us,eth,usd
664,binance.us-eth-usd-spot,2021-07-18 00:00:00+00:00,1900.11,1890.85,1994.11,1875.04,1935.853734804949,13535.91333,26203548.3738766,43500,binance.us,eth,usd
665,binance.us-eth-usd-spot,2021-07-19 00:00:00+00:00,1891.14,1817.26,1918.11,1802.5,1841.502013758677,12568.29966,23144549.1334125,44410,binance.us,eth,usd
666,binance.us-eth-usd-spot,2021-07-20 00:00:00+00:00,1818.74,1786.48,1840.76,1719.0,1765.875812317641,20616.1187,36405505.3561994,64948,binance.us,eth,usd
667,binance.us-eth-usd-spot,2021-07-21 00:00:00+00:00,1787.06,1995.69,2031.74,1753.62,1921.358179735597,27752.83861,53323143.4742054,68507,binance.us,eth,usd
668,binance.us-eth-usd-spot,2021-07-22 00:00:00+00:00,1996.2,2025.27,2046.07,1948.25,2001.127585735237,18935.73162,37892814.900861,49812,binance.us,eth,usd
669,binance.us-eth-usd-spot,2021-07-23 00:00:00+00:00,2025.25,2124.96,2132.73,1996.59,2052.874955685607,16677.46519,34236750.61286949,49111,binance.us,eth,usd
670,binance.us-eth-usd-spot,2021-07-24 00:00:00+00:00,2126.07,2186.11,2200.0,2105.88,2150.428492255149,17100.28595,36772942.1325904,48743,binance.us,eth,usd
671,binance.us-eth-usd-spot,2021-07-25 00:00:00+00:00,2185.93,2192.47,2197.72,2107.0,2157.317485357572,14734.45349,31786894.151164897,44332,binance.us,eth,usd
672,binance.us-eth-usd-spot,2021-07-26 00:00:00+00:00,2192.42,2228.67,2431.81,2172.05,2304.482795707917,45055.7695,103830245.66013148,111079,binance.us,eth,usd
673,binance.us-eth-usd-spot,2021-07-27 00:00:00+00:00,2228.27,2300.3,2320.24,2152.36,2236.112684606919,30190.26597,67508836.6871736,85607,binance.us,eth,usd
674,binance.us-eth-usd-spot,2021-07-28 00:00:00+00:00,2300.38,2300.44,2350.0,2245.0,2297.331178561432,24348.66144,55936939.082348496,77303,binance.us,eth,usd
675,binance.us-eth-usd-spot,2021-07-29 00:00:00+00:00,2301.18,2383.09,2400.79,2267.25,2326.560515679445,16930.89533,39390752.569879495,52366,binance.us,eth,usd
676,binance.us-eth-usd-spot,2021-07-30 00:00:00+00:00,2383.89,2464.07,2472.35,2317.53,2399.220701594873,27311.24406,65525702.135062,73410,binance.us,eth,usd
677,binance.us-eth-usd-spot,2021-07-31 00:00:00+00:00,2463.18,2532.72,2555.33,2422.65,2477.78742134488,18279.2386,45292067.4748418,52168,binance.us,eth,usd
678,binance.us-eth-usd-spot,2021-08-01 00:00:00+00:00,2533.52,2555.85,2698.64,2512.96,2598.386447472333,33021.33497,85802189.26349221,91990,binance.us,eth,usd
679,binance.us-eth-usd-spot,2021-08-02 00:00:00+00:00,2556.22,2607.99,2666.3,2504.98,2596.65035445704,30092.29978,78139180.89016451,85825,binance.us,eth,usd
680,binance.us-eth-usd-spot,2021-08-03 00:00:00+00:00,2607.25,2508.84,2632.75,2444.0,2507.6769409365,29882.60482,74935919.0422319,83815,binance.us,eth,usd
681,binance.us-eth-usd-spot,2021-08-04 00:00:00+00:00,2508.13,2724.84,2771.06,2457.48,2631.350288259388,41791.46461,109967982.44830547,103489,binance.us,eth,usd
682,binance.us-eth-usd-spot,2021-08-05 00:00:00+00:00,2724.95,2829.89,2845.0,2530.9,2725.17060533275,66605.42649,181511150.4261993,146331,binance.us,eth,usd
683,binance.us-eth-usd-spot,2021-08-06 00:00:00+00:00,2829.34,2893.38,2950.0,2721.3,2836.210013468769,34447.46796,97700253.56679663,102356,binance.us,eth,usd
684,binance.us-eth-usd-spot,2021-08-07 00:00:00+00:00,2892.65,3164.27,3179.89,2865.0,3046.304384397542,45597.11675,138902696.6714116,133857,binance.us,eth,usd
685,binance.us-eth-usd-spot,2021-08-08 00:00:00+00:00,3164.26,3013.85,3191.88,2944.96,3072.982733529117,39104.39144,120167119.7002838,118517,binance.us,eth,usd
686,binance.us-eth-usd-spot,2021-08-09 00:00:00+00:00,3013.36,3162.0,3188.93,2890.03,3071.807408135181,42258.63568,129810390.1395097,137875,binance.us,eth,usd
687,binance.us-eth-usd-spot,2021-08-10 00:00:00+00:00,3163.01,3141.4,3234.38,3052.45,3139.903701316641,34510.91362,108360945.41125688,96395,binance.us,eth,usd
688,binance.us-eth-usd-spot,2021-08-11 00:00:00+00:00,3142.04,3161.31,3276.6,3122.15,3207.910211015711,26470.15935,84913894.466078,87995,binance.us,eth,usd
689,binance.us-eth-usd-spot,2021-08-12 00:00:00+00:00,3161.3,3046.98,3240.55,2979.09,3091.461872647816,28866.60152,89239997.99199751,89053,binance.us,eth,usd
690,binance.us-eth-usd-spot,2021-08-13 00:00:00+00:00,3047.91,3324.94,3330.5,3034.12,3205.410169071411,23375.24117,74927235.7508147,79247,binance.us,eth,usd
691,binance.us-eth-usd-spot,2021-08-14 00:00:00+00:00,3324.35,3267.33,3332.85,3207.46,3266.848276924078,16264.0018,53132026.256220095,59585,binance.us,eth,usd
692,binance.us-eth-usd-spot,2021-08-15 00:00:00+00:00,3265.29,3310.56,3326.0,3112.59,3213.046786285266,18898.00646,60720178.9235012,69681,binance.us,eth,usd
693,binance.us-eth-usd-spot,2021-08-16 00:00:00+00:00,3309.18,3147.31,3337.66,3136.0,3239.673695677955,22135.80282,71712778.12866789,73361,binance.us,eth,usd
694,binance.us-eth-usd-spot,2021-08-17 00:00:00+00:00,3146.58,3011.18,3292.74,2990.0,3144.598185517397,35814.12535,112621033.5915026,105793,binance.us,eth,usd
695,binance.us-eth-usd-spot,2021-08-18 00:00:00+00:00,3010.81,3015.92,3127.58,2951.0,3041.081392365216,26496.84197,80579053.0714087,80225,binance.us,eth,usd
696,binance.us-eth-usd-spot,2021-08-19 00:00:00+00:00,3013.96,3185.52,3188.0,2959.24,3056.547715022075,24667.83577,75398417.0573333,74110,binance.us,eth,usd
697,binance.us-eth-usd-spot,2021-08-20 00:00:00+00:00,3185.52,3286.26,3301.94,3178.0,3244.883451391822,22607.87109,73359906.7711406,65753,binance.us,eth,usd
698,binance.us-eth-usd-spot,2021-08-21 00:00:00+00:00,3286.74,3226.08,3311.19,3204.0,3264.516062952347,14717.75107,48046334.7785491,48200,binance.us,eth,usd
699,binance.us-eth-usd-spot,2021-08-22 00:00:00+00:00,3225.94,3241.26,3275.03,3128.0,3207.678581429148,15156.46495,48617067.9902966,46115,binance.us,eth,usd
700,binance.us-eth-usd-spot,2021-08-23 00:00:00+00:00,3241.0,3323.46,3380.0,3230.89,3319.629158726354,21471.49146,71277389.1319599,63138,binance.us,eth,usd
701,binance.us-eth-usd-spot,2021-08-24 00:00:00+00:00,3322.74,3171.63,3359.66,3149.15,3246.727523873771,20851.24664,67698316.3731685,67719,binance.us,eth,usd
702,binance.us-eth-usd-spot,2021-08-25 00:00:00+00:00,3171.0,3228.52,3248.8,3079.17,3172.728965385628,20553.98454,65212222.1041464,65895,binance.us,eth,usd
703,binance.us-eth-usd-spot,2021-08-26 00:00:00+00:00,3228.39,3092.74,3251.42,3055.01,3126.7045085993,18770.74698,58690579.2121427,59255,binance.us,eth,usd
704,binance.us-eth-usd-spot,2021-08-27 00:00:00+00:00,3092.82,3275.85,3286.15,3061.4,3181.17032919439,17971.74793,57171191.278676696,57243,binance.us,eth,usd
705,binance.us-eth-usd-spot,2021-08-28 00:00:00+00:00,3275.85,3247.0,3286.91,3212.15,3245.786244078892,8469.87737,27491411.456581097,29330,binance.us,eth,usd
706,binance.us-eth-usd-spot,2021-08-29 00:00:00+00:00,3247.28,3225.84,3288.19,3152.77,3217.61532321843,12979.78073,41763941.3688633,43901,binance.us,eth,usd
707,binance.us-eth-usd-spot,2021-08-30 00:00:00+00:00,3225.84,3229.44,3349.33,3145.12,3248.224221618066,20643.66109,67055239.9754124,69755,binance.us,eth,usd
708,binance.us-eth-usd-spot,2021-08-31 00:00:00+00:00,3228.46,3430.7,3474.21,3190.49,3359.921465466021,31476.55144,105758740.8421014,98968,binance.us,eth,usd
709,binance.us-eth-usd-spot,2021-09-01 00:00:00+00:00,3430.59,3830.0,3843.98,3384.0,3612.321596728985,34855.31254,125908598.2489806,111478,binance.us,eth,usd
710,binance.us-eth-usd-spot,2021-09-02 00:00:00+00:00,3829.71,3788.41,3838.53,3722.36,3779.100583565417,22313.8154,84326152.799711,81591,binance.us,eth,usd
711,binance.us-eth-usd-spot,2021-09-03 00:00:00+00:00,3788.39,3940.56,4032.53,3711.31,3900.503462401011,26541.27544,103524336.75025888,96626,binance.us,eth,usd
712,binance.us-eth-usd-spot,2021-09-04 00:00:00+00:00,3940.16,3886.09,3971.02,3834.91,3902.791564608716,12712.00211,49612294.6041962,47970,binance.us,eth,usd
713,binance.us-eth-usd-spot,2021-09-05 00:00:00+00:00,3887.67,3952.81,3982.79,3835.64,3918.654571409708,12877.13,50461024.341137104,46246,binance.us,eth,usd
714,binance.us-eth-usd-spot,2021-09-06 00:00:00+00:00,3951.1,3927.97,3972.58,3869.0,3931.044187385993,11880.49955,46702768.6992694,44504,binance.us,eth,usd
715,binance.us-eth-usd-spot,2021-09-07 00:00:00+00:00,3928.44,3434.0,3948.64,3000.0,3544.469542392482,62218.77996,220532570.5330397,162313,binance.us,eth,usd
716,binance.us-eth-usd-spot,2021-09-08 00:00:00+00:00,3435.82,3499.43,3561.23,3215.36,3412.574541547494,54199.61687,184960232.69219008,141707,binance.us,eth,usd
717,binance.us-eth-usd-spot,2021-09-09 00:00:00+00:00,3497.88,3424.56,3567.93,3386.95,3491.810814656235,37987.55435,132645353.10167149,99599,binance.us,eth,usd
718,binance.us-eth-usd-spot,2021-09-10 00:00:00+00:00,3424.64,3209.89,3514.29,3145.52,3316.959201991644,27438.0286,91010821.4492799,84291,binance.us,eth,usd
719,binance.us-eth-usd-spot,2021-09-11 00:00:00+00:00,3208.71,3267.63,3347.9,3200.0,3279.035073755311,21385.86127,70124989.1867953,61816,binance.us,eth,usd
720,binance.us-eth-usd-spot,2021-09-12 00:00:00+00:00,3266.42,3404.56,3472.33,3231.96,3376.764442772132,20409.56385,68918289.50116749,60869,binance.us,eth,usd
721,binance.us-eth-usd-spot,2021-09-13 00:00:00+00:00,3403.77,3285.65,3430.14,3114.84,3251.04036434325,36942.39518,120101217.88569948,103174,binance.us,eth,usd
722,binance.us-eth-usd-spot,2021-09-14 00:00:00+00:00,3286.27,3436.35,3438.37,3271.13,3344.601235484348,20980.57069,70171642.6509407,65822,binance.us,eth,usd
723,binance.us-eth-usd-spot,2021-09-15 00:00:00+00:00,3436.47,3616.07,3617.85,3358.87,3478.480445537175,20337.92153,70745062.3449745,62650,binance.us,eth,usd
724,binance.us-eth-usd-spot,2021-09-16 00:00:00+00:00,3616.58,3568.7,3676.19,3482.8,3585.224045756487,25645.91886,91946364.97239183,76008,binance.us,eth,usd
725,binance.us-eth-usd-spot,2021-09-17 00:00:00+00:00,3568.94,3397.53,3594.78,3350.41,3470.124832053394,26425.01334,91698094.9784762,79070,binance.us,eth,usd
726,binance.us-eth-usd-spot,2021-09-18 00:00:00+00:00,3399.15,3434.43,3543.07,3365.48,3461.20837225874,22152.26141,76673592.6567562,60956,binance.us,eth,usd
727,binance.us-eth-usd-spot,2021-09-19 00:00:00+00:00,3435.4,3329.86,3457.72,3281.55,3371.429832984367,20108.87385,67795657.2056092,52624,binance.us,eth,usd
728,binance.us-eth-usd-spot,2021-09-20 00:00:00+00:00,3328.88,2976.27,3346.08,2915.46,3089.984649058279,60022.48751,185468565.0041923,141489,binance.us,eth,usd
729,binance.us-eth-usd-spot,2021-09-21 00:00:00+00:00,2977.19,2765.37,3106.15,2652.14,2902.609177383897,37358.28753,108436508.2359244,119715,binance.us,eth,usd
730,binance.us-eth-usd-spot,2021-09-22 00:00:00+00:00,2765.13,3080.13,3090.5,2734.48,2947.263674625166,25475.79366,75083881.23636411,78657,binance.us,eth,usd
731,binance.us-eth-usd-spot,2021-09-23 00:00:00+00:00,3077.8,3154.16,3175.42,3035.16,3111.85327482302,26827.52725,83483328.5283163,69301,binance.us,eth,usd
732,binance.us-eth-usd-spot,2021-09-24 00:00:00+00:00,3153.89,2931.49,3160.81,2735.0,2931.131074205153,27863.12922,81670483.8813356,90556,binance.us,eth,usd
733,binance.us-eth-usd-spot,2021-09-25 00:00:00+00:00,2930.64,2924.05,2969.72,2801.11,2906.415682693117,30676.76704,89159436.81937931,72598,binance.us,eth,usd
734,binance.us-eth-usd-spot,2021-09-26 00:00:00+00:00,2923.59,3065.28,3118.01,2739.99,2969.363276928151,21604.33953,64151132.4226692,73318,binance.us,eth,usd
735,binance.us-eth-usd-spot,2021-09-27 00:00:00+00:00,3060.54,2926.81,3166.12,2924.65,3065.321182489251,17799.96425,54562607.4630764,66061,binance.us,eth,usd
736,binance.us-eth-usd-spot,2021-09-28 00:00:00+00:00,2925.92,2805.97,2971.0,2788.88,2886.619783997958,16547.58102,47766574.7496411,66427,binance.us,eth,usd
