market,volume,candle_usd_volume,candle_trades_count
bitfinex-avax-usd-spot,15989394.89200332,384510975.8117824,784746
bitfinex-bat-usd-spot,32468911.95168086,11817956.44976585,271517
bitfinex-btc-usd-spot,1785974.1025759699,42889189316.996284,17951779
bitfinex-comp-usd-spot,376098.66376909,24177435.826730315,296623
bitfinex-crv-usd-spot,25013973.10818738,25480676.613422096,306876
bitfinex-dot-usd-spot,44237749.42619037,383403484.5388403,1247709
bitfinex-etc-usd-spot,9913337.59443898,270726271.6734453,665866
bitfinex-eth-usd-spot,12290109.03351403,19736190076.67188,12646747
bitfinex-fil-usd-spot,19696722.5573013,136558859.57597226,607839
bitfinex-ldo-usd-spot,492305.95809256,1018190.655342174,5078
bitfinex-link-usd-spot,37239310.4526967,287296453.9464107,896244
bitfinex-ltc-usd-spot,12638337.82600151,899772562.5760343,2190746
bitfinex-mana-usd-spot,34241949.34119041,27514772.44864512,282249
bitfinex-matic-usd-spot,371885729.06451565,315043524.29748553,812967
bitfinex-mkr-usd-spot,45298.480401,38665364.67820009,324380
bitfinex-snx-usd-spot,5643880.20084177,16643043.33153241,284415
bitfinex-sol-usd-spot,32805060.10771153,959451978.0748774,2047847
bitfinex-uni-usd-spot,16534902.34295872,103878533.24881475,482954
bitfinex-xlm-usd-spot,1156573346.238058,133907251.2955422,674898
bitfinex-yfi-usd-spot,7045.97936797,62812126.55413179,396202
bitfinex-zec-usd-spot,1740432.2058218,122903758.81082918,623428
bitflyer-btc-usd-spot,60975.34081655,1517186573.92068,528171
bitflyer-eth-usd-spot,50988.1742677,82130987.97585455,170021
bitstamp-aave-usd-spot,375609.91400747,33703517.289733656,56455
bitstamp-ada-usd-spot,222662720.69932044,92745385.4875894,115308
bitstamp-algo-usd-spot,158336542.7620118,49755104.70228385,94236
bitstamp-amp-usd-spot,87205145.88960283,576660.0919769196,4468
bitstamp-avax-usd-spot,2238448.29962032,50565885.12680383,95896
bitstamp-bat-usd-spot,19073131.77311315,6848169.145317487,14355
bitstamp-bch-usd-spot,1790703.31005577,272372086.98365116,368106
bitstamp-btc-usd-spot,1038738.74403771,25040871349.017403,7551720
bitstamp-comp-usd-spot,169378.59543388,9897492.56011251,31410
bitstamp-crv-usd-spot,16911683.38157158,18631226.605442632,33734
bitstamp-dot-usd-spot,2879263.61,17183182.96013,32237
bitstamp-eth-usd-spot,6296437.79591264,10185663090.843393,4577821
bitstamp-ldo-usd-spot,19011.56,37007.966083,271
bitstamp-link-usd-spot,49409780.24807963,374148963.44479305,418898
bitstamp-ltc-usd-spot,7705650.01020262,551709336.7799948,656084
bitstamp-mana-usd-spot,10865627.27,8733111.5835,14946
bitstamp-matic-usd-spot,229203407.52150485,205229774.22808343,253131
bitstamp-mkr-usd-spot,21841.64966822,20937838.375225496,72872
bitstamp-snx-usd-spot,5039837.37373102,15022619.128947768,47605
bitstamp-sol-usd-spot,3562446.12,78319719.400539,120743
bitstamp-uni-usd-spot,7420842.76595947,45471342.748135984,70725
bitstamp-xlm-usd-spot,2478215211.913137,276705772.8987256,595752
bitstamp-yfi-usd-spot,1442.39959909,12773670.171205312,43367
bittrex-aave-usd-spot,35016.49638533,4113257.710578594,20443
bittrex-ada-usd-spot,273246523.97618765,128926866.95023783,265883
bittrex-algo-usd-spot,21275382.45687228,7467735.135957943,39189
bittrex-amp-usd-spot,31267852.6469271,240714.74117140376,3903
bittrex-atom-usd-spot,1512469.59323727,20102430.992859315,51449
bittrex-avax-usd-spot,261318.8047886,7842197.903153454,32351
bittrex-bat-usd-spot,7986363.75710174,3123064.380112931,10786
bittrex-bch-usd-spot,63649.32147101,10527357.101881316,53341
bittrex-btc-usd-spot,53813.545122819996,1295241693.9937258,1462613
bittrex-comp-usd-spot,19323.55621397,1162522.4775858424,10568
bittrex-dot-usd-spot,1472223.60864878,14175922.897102948,39232
bittrex-etc-usd-spot,300847.92516219,8085807.58191202,26427
bittrex-eth-usd-spot,434631.33206802,713583718.6057605,580050
bittrex-fil-usd-spot,237847.81082612,1709623.1183114487,8859
bittrex-link-usd-spot,1418085.88189148,11408814.533900788,38305
bittrex-ltc-usd-spot,893163.9509891,62905197.80654524,242707
bittrex-mana-usd-spot,11596590.88527805,11243843.238333914,34911
bittrex-matic-usd-spot,25589516.55119758,22598828.22737367,56114
bittrex-snx-usd-spot,329834.85369843,1066911.2313699771,4448
bittrex-sol-usd-spot,266037.57222141,6231812.297888863,22074
bittrex-uni-usd-spot,475225.3399203,3031660.2392490185,12040
bittrex-xlm-usd-spot,151051166.89233807,17379720.93519132,55088
bittrex-yfi-usd-spot,0.86610598,6580.66165340996,146
bittrex-zec-usd-spot,24767.99198221,2173632.281045828,7266
bittrex-zen-usd-spot,124108.92504719,2133237.4205948436,13352
cex.io-aave-usd-spot,22177.684968999998,2395417.20627251,82980
cex.io-ada-usd-spot,90276693.888145,54223082.250163004,283460
cex.io-algo-usd-spot,852327.348804,260457.9543290287,5262
cex.io-atom-usd-spot,389228.4278,4916258.6861601,33385
cex.io-avax-usd-spot,59118.055493,1759110.8432163647,28078
cex.io-bat-usd-spot,2718806.922163,1114524.471654374,24261
cex.io-bch-usd-spot,19634.30981558,3490472.3179838536,62839
cex.io-btc-usd-spot,20203.37280797,494483244.1828326,941750
cex.io-comp-usd-spot,7216.350487,613920.56932111,27669
cex.io-crv-usd-spot,316663.813918,513908.1523389779,18263
cex.io-dot-usd-spot,1157372.309081,10725057.437016662,54685
cex.io-eth-usd-spot,525349.545159,911265281.1700773,1270742
cex.io-fil-usd-spot,21822.38083063,161011.4026712517,2451
cex.io-ldo-usd-spot,13158.408701,28836.6257736995,318
cex.io-link-usd-spot,1054479.690828,8715756.434645373,92105
cex.io-ltc-usd-spot,289679.20883692,20738767.76198934,255143
cex.io-mana-usd-spot,1245135.708922,1246367.8231514692,16508
cex.io-matic-usd-spot,107704784.421546,99401864.44902505,570973
cex.io-mkr-usd-spot,331.065341,403911.780258,11755
cex.io-snx-usd-spot,2918073.106917,12250854.227830388,71619
cex.io-sol-usd-spot,700544.135376,30064850.17423735,235906
cex.io-uni-usd-spot,6241051.871014,44658881.04527533,200653
cex.io-xlm-usd-spot,351241450.5714034,42078712.62135811,221048
cex.io-yfi-usd-spot,31.661132,474416.4527488,10091
coinbase-aave-usd-spot,32471119.095,2804549145.014126,9074096
coinbase-ada-usd-spot,32981358912.579998,15253289877.48923,30947595
coinbase-algo-usd-spot,13090446549.1,4081340734.74562,14363718
coinbase-amp-usd-spot,88908301694.0,634973313.75435,5898936
coinbase-atom-usd-spot,464732812.93,5584718681.59385,15066579
coinbase-avax-usd-spot,427170108.459,10253958343.13145,13878377
coinbase-bat-usd-spot,973783731.35,340578908.0352444,1634021
coinbase-bch-usd-spot,15413222.04375394,2316542160.2103963,8311730
coinbase-btc-usd-spot,9681373.82523609,225001018914.10437,238370324
coinbase-comp-usd-spot,15283355.828,854888624.86639,3532630
coinbase-crv-usd-spot,1791328369.1,1896013495.091682,6365444
coinbase-dot-usd-spot,524896668.862,3996730194.192543,9620994
coinbase-etc-usd-spot,79245531.76457885,2190567265.760839,4973679
coinbase-eth-usd-spot,113518532.16345936,179308790590.33484,209996433
coinbase-fil-usd-spot,437810202.849,2751615191.615291,6165427
coinbase-ldo-usd-spot,338002168.9,789840234.48798,1870783
coinbase-link-usd-spot,1165165356.98,8628613265.770296,16574036
coinbase-lpt-usd-spot,23812733.896,217968362.95517,877811
coinbase-ltc-usd-spot,111605140.37070765,8137712839.904457,22562256
coinbase-mana-usd-spot,3220527274.19,2713518957.580907,9579139
coinbase-matic-usd-spot,15946804323.1,14095859720.49328,27631584
coinbase-mkr-usd-spot,1567223.986447,1408797969.4977746,6280692
coinbase-snx-usd-spot,440656462.83,1363685507.527459,4136117
coinbase-sol-usd-spot,951696209.805,28431973085.584324,40190419
coinbase-uni-usd-spot,357802545.020081,2284478693.2153697,9851957
coinbase-xlm-usd-spot,34673716386.0,3879188881.822523,17356753
coinbase-yfi-usd-spot,196679.985659,1663895968.1107147,6133290
coinbase-zec-usd-spot,15192341.23241341,972608244.420964,3388318
coinbase-zen-usd-spot,6393516.212,84111964.20363,578237
crypto.com-aave-usd-spot,94882.088,6651467.125888,773514
crypto.com-ada-usd-spot,517700826.0,172634872.17144,3006367
crypto.com-algo-usd-spot,59029921.0,10556471.5679,964958
crypto.com-amp-usd-spot,224202880.0,726280.555719,749606
crypto.com-atom-usd-spot,3958832.1,45611685.66668,1436053
crypto.com-avax-usd-spot,2753578.94,43904337.09853,2099257
crypto.com-bat-usd-spot,2671827.0,620908.72738,765848
crypto.com-bch-usd-spot,21669.46,3916870.17633,859824
crypto.com-btc-usd-spot,873690.81412,18551888191.27953,29078325
crypto.com-comp-usd-spot,23707.829999999998,988202.55861,719633
crypto.com-crv-usd-spot,2425748.2,2151197.14958,742679
crypto.com-dot-usd-spot,17711256.5,104520007.854136,2150613
crypto.com-etc-usd-spot,855345.49,17237992.30977,804348
crypto.com-eth-usd-spot,8136360.2354,12177410295.23758,23361947
crypto.com-fil-usd-spot,899960.5,4504178.654878,956082
crypto.com-ldo-usd-spot,1831418.9,4193405.5527399997,760681
crypto.com-link-usd-spot,11636234.34,78888671.19563,2078834
crypto.com-lpt-usd-spot,1113770.41,7634757.01328,793115
crypto.com-ltc-usd-spot,1337476.769,107779429.149019,1352883
crypto.com-mana-usd-spot,11121854.3,5730487.046911,794799
crypto.com-matic-usd-spot,240586674.1,235986200.390575,4507585
crypto.com-mkr-usd-spot,4658.3217,3420185.8012490002,676945
crypto.com-snx-usd-spot,571255.2,1273152.69075,734980
crypto.com-sol-usd-spot,12658906.24,238804093.14896,4352064
crypto.com-uni-usd-spot,3870154.16,21426147.244817,885811
crypto.com-xlm-usd-spot,189741129.0,17137525.73884,925384
crypto.com-yfi-usd-spot,642.81588,4726673.8945374,774358
ftx-aave-usd-spot,9484639.42,881038209.7764,2224672
ftx-algo-usd-spot,314532505.0,123746211.5642,578106
ftx-atom-usd-spot,169750117.0,1816798875.71825,2532508
ftx-avax-usd-spot,146304119.1,3861760152.33445,4614735
ftx-bat-usd-spot,95562570.0,42836354.788125,219233
ftx-bch-usd-spot,8419033.025,1127736638.66983,2453113
ftx-btc-usd-spot,5471578.0045,130265067539.3942,46110136
ftx-comp-usd-spot,1835910.3408,110359701.886884,2281695
ftx-crv-usd-spot,330792791.0,388287782.12645,800872
ftx-dot-usd-spot,207889196.3,1756182205.8294,3124369
ftx-eth-usd-spot,70416198.638,111588985237.7675,50930622
ftx-ldo-usd-spot,124384106.0,231394219.9785,823938
ftx-link-usd-spot,234608922.7,1791329353.6205,2915068
ftx-ltc-usd-spot,58698852.02,3587774496.8307,4426467
ftx-mana-usd-spot,298170831.0,305255064.5264,802991
ftx-matic-usd-spot,6044102325.0,4576580188.222274,5460296
ftx-mkr-usd-spot,84761.982,88627658.5055,337182
ftx-snx-usd-spot,104743796.2,310538188.07685,1648642
ftx-sol-usd-spot,524789031.73,21991691737.456425,32328300
ftx-uni-usd-spot,121251519.3,793323569.4948,1937246
ftx-yfi-usd-spot,32484.7291,300927620.9535,422809
ftx.us-aave-usd-spot,1065858.78,106316736.3818,378977
ftx.us-algo-usd-spot,55745321.0,20058864.2823,110065
ftx.us-avax-usd-spot,27854632.0,728757898.4359,411968
ftx.us-bat-usd-spot,35290016.0,13599286.263025,154570
ftx.us-bch-usd-spot,2653239.232,374673146.97234,407163
ftx.us-btc-usd-spot,551588.4427,13117616866.0034,2805257
ftx.us-eth-usd-spot,11974842.09,18705338878.242,5098622
ftx.us-link-usd-spot,61247610.3,464054653.63335,592248
ftx.us-ltc-usd-spot,11141111.98,678575108.23625,585463
ftx.us-matic-usd-spot,898492385.0,734166100.333046,1121619
ftx.us-mkr-usd-spot,60305.763,58622217.735,186600
ftx.us-sol-usd-spot,102469315.87,4158092685.4807253,3465315
ftx.us-uni-usd-spot,15179375.8,98357362.6088,518857
ftx.us-yfi-usd-spot,3293.9946,32086756.3305,65071
gate.io-aave-usd-spot,87244.73758001,6553349.113991122,413345
gate.io-bch-usd-spot,82039.38902537,12895096.175541751,360386
gate.io-btc-usd-spot,341627.99036109,7669119409.852153,29839832
gate.io-comp-usd-spot,105846.0729624,4737852.331108081,361657
gate.io-crv-usd-spot,11928516.69697692,11112106.838614315,335861
gate.io-eth-usd-spot,2568594.49502062,3924130973.313584,7234916
gate.io-link-usd-spot,4257126.66505221,29582291.067346986,642268
gate.io-ltc-usd-spot,964004.32738896,75749666.34915201,510032
gate.io-matic-usd-spot,29798006.7226355,31957884.371030316,740211
gate.io-sol-usd-spot,4673412.13228034,107888610.60091384,923391
gate.io-uni-usd-spot,1674119.51973312,10134830.426628152,633804
gate.io-yfi-usd-spot,693.06290887,5401094.67985651,286630
gemini-aave-usd-spot,863395.679279,77546789.90002486,1407055
gemini-amp-usd-spot,10654747235.558537,103003379.76151593,641075
gemini-atom-usd-spot,408771.256523,4661943.116269739,39383
gemini-avax-usd-spot,664972.292657,10698495.195908116,305717
gemini-bat-usd-spot,54816765.527703,20302434.781886872,498696
gemini-bch-usd-spot,611041.91332,94766727.35543717,575018
gemini-btc-usd-spot,470335.80386477,11269403263.454681,7476988
gemini-comp-usd-spot,367881.729167,21305401.41550533,1026851
gemini-crv-usd-spot,68035423.860709,70902275.38760026,1124054
gemini-dot-usd-spot,3269349.388915,21862615.976889037,240517
gemini-eth-usd-spot,4994899.810484,8036764495.461515,5253550
gemini-fil-usd-spot,19480517.984183,142460990.85225633,501093
gemini-ldo-usd-spot,33939567.64362,59363375.30371605,644109
gemini-link-usd-spot,35913545.742443,275679431.7627277,892683
gemini-lpt-usd-spot,410418.221157,4984742.327210873,287698
gemini-ltc-usd-spot,4689844.80291,327298067.1963112,904748
gemini-mana-usd-spot,84436556.245454,78851627.43863882,626878
gemini-matic-usd-spot,394559476.124941,338297170.2743979,2275185
gemini-mkr-usd-spot,44159.258794,41887846.03325272,242261
gemini-snx-usd-spot,15385372.210184,44739602.78533033,925100
gemini-sol-usd-spot,28447741.651101,918079518.6082275,2710869
gemini-uni-usd-spot,11039556.770229,72526886.4862875,1507146
gemini-yfi-usd-spot,7103.636439,59774415.05323674,601745
gemini-zec-usd-spot,1011083.743673,67291972.79130293,563008
itbit-aave-usd-spot,281027.29888103,23801132.652687415,111713
itbit-bch-usd-spot,504924.08969484,76756017.58689669,801691
itbit-btc-usd-spot,139350.96252984,3305784560.18705,18898383
itbit-eth-usd-spot,1203674.64189061,2043492482.040093,9580031
itbit-link-usd-spot,1469404.8949693,10770402.25969701,88576
itbit-ltc-usd-spot,1995329.01860647,151729798.80100435,1274969
itbit-matic-usd-spot,52900286.0998949,49855180.320805065,1504563
itbit-sol-usd-spot,284062.68182814,5878247.216772279,120283
itbit-uni-usd-spot,2967111.0171115,17885144.911403764,623122
kraken-aave-usd-spot,3165771.4800951,275707380.7025359,546049
kraken-ada-usd-spot,4925233917.356792,2267625544.726078,2402170
kraken-algo-usd-spot,967329648.3502439,292847186.55833596,822032
kraken-atom-usd-spot,66311348.90044459,809238029.1497445,1526687
kraken-avax-usd-spot,34012448.50894381,766566857.3259053,1012031
kraken-bat-usd-spot,156631778.9401286,53309597.0420784,115254
kraken-bch-usd-spot,1777756.25710817,268602060.4435602,559604
kraken-btc-usd-spot,1709220.97273949,41453971560.28251,13502055
kraken-comp-usd-spot,1240458.5824777,70387162.56197263,175893
kraken-crv-usd-spot,156744872.61917406,160671709.38092458,300203
kraken-dot-usd-spot,205972368.68272182,1576815105.052319,2409885
kraken-etc-usd-spot,6538520.91184918,186860874.58517754,353812
kraken-eth-usd-spot,17229016.91621498,28139865402.026356,9224904
kraken-fil-usd-spot,45240173.60557112,297390510.8163862,656549
kraken-ldo-usd-spot,99762244.51004578,212014021.25122097,401124
kraken-link-usd-spot,108140007.88074662,801466703.4364597,1399680
kraken-lpt-usd-spot,1505986.02882759,15101553.174894812,55160
kraken-ltc-usd-spot,15244408.84676824,1142490174.0280519,1842373
kraken-mana-usd-spot,316579675.6454567,260367536.82416645,533008
kraken-matic-usd-spot,2185094791.0715165,2002142147.1140501,2253686
kraken-mkr-usd-spot,61535.13947431,52595219.60457738,99151
kraken-snx-usd-spot,36317037.792212866,101529271.34104249,316775
kraken-sol-usd-spot,168966669.83700663,4833087029.478761,4075950
kraken-uni-usd-spot,32874430.23702629,204275727.22938353,495014
kraken-xlm-usd-spot,1863681869.571019,205400061.4928153,573050
kraken-yfi-usd-spot,7441.85459866,63316514.20695318,94062
kraken-zec-usd-spot,4091042.47549814,319080451.70003724,364221
liquid-bch-usd-spot,11838.8180292,2022850.5305206375,4459
liquid-btc-usd-spot,5084.22348744,124874329.70042473,115397
liquid-eth-usd-spot,88861.26768392,146570375.97282147,99067
lmax-bch-usd-spot,1185915.02,172817155.87265,312136
lmax-btc-usd-spot,1783258.74,42153768342.96892,6640887
lmax-eth-usd-spot,13339383.73,21919733563.71302,7635360
lmax-ltc-usd-spot,21436999.28,1736016996.81966,1817113
localbitcoins-btc-usd-spot,825.49853243,18827938.1709098,53225
