,market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count,exchange,asset,base_pair
33,coinbase-bch-usd-spot,2023-08-02 00:00:00+00:00,244.87,229.06,246.8,220.91,234.6934123151768,43563.96902245,10224176.543871447,25762,coinbase,bch,usd
34,coinbase-bch-usd-spot,2023-08-03 00:00:00+00:00,229.03,225.07,231.59,222.63,228.1287008402277,28568.95199869,6517397.903827976,19498,coinbase,bch,usd
35,coinbase-bch-usd-spot,2023-08-04 00:00:00+00:00,225.08,227.32,229.79,220.56,225.89540362479,32490.12470756,7339369.834634026,21500,coinbase,bch,usd
36,coinbase-bch-usd-spot,2023-08-05 00:00:00+00:00,227.39,226.57,228.68,222.99,225.4163798738676,25615.43721872,5774139.126730192,14209,coinbase,bch,usd
37,coinbase-bch-usd-spot,2023-08-06 00:00:00+00:00,226.59,222.71,228.33,221.23,224.4608591977125,17685.30554215,3969658.877165056,10498,coinbase,bch,usd
38,coinbase-bch-usd-spot,2023-08-07 00:00:00+00:00,222.7,237.48,245.04,217.45,234.0582885789088,84517.69829167,19782067.816776846,41199,coinbase,bch,usd
39,coinbase-bch-usd-spot,2023-08-08 00:00:00+00:00,237.47,238.6,249.3,234.46,240.0379247147012,63853.95919468,15327371.8499082,33033,coinbase,bch,usd
40,coinbase-bch-usd-spot,2023-08-09 00:00:00+00:00,238.63,238.61,239.8,233.62,236.6313949060648,28255.84573057,6686220.189475354,15607,coinbase,bch,usd
41,coinbase-bch-usd-spot,2023-08-10 00:00:00+00:00,238.64,231.75,240.3,230.25,234.4285995209554,27063.94459014,6344562.627779257,14967,coinbase,bch,usd
42,coinbase-bch-usd-spot,2023-08-11 00:00:00+00:00,231.74,228.79,232.77,227.05,229.039991164801,18616.70774387,4263970.577173668,11230,coinbase,bch,usd
